Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,-1712168.93," (1,712,168.93)", 0.00 ,Unnamed: 12,Unnamed: 13
,760090,BAdj Acc For Rev (K),2100071561,BDINUSHA,SA,2015-09-30,2015-10-01,10,45.57, 45.57 ,,,Valuation 3300008286 2 2015 Reversal
,760090,BAdj Acc For Rev (K),2102037062,BDINUSHA,SA,2023-11-30,2023-12-01,12,45.42, 45.42 ,,,Valuation 2000038719 2 2023 Reversal
,760090,BAdj Acc For Rev (K),2100084351,BDINUSHA,SA,2018-10-31,2018-11-01,11,45.29, 45.29 ,,,Valuation 3200001973 1 2018 Reversal
,760090,BAdj Acc For Rev (K),2100084351,BDINUSHA,SA,2018-10-31,2018-11-01,11,45.04, 45.04 ,,,Valuation 3000001077 1 2018 Reversal
,760090,BAdj Acc For Rev (K),2100818856,BDINUSHA,SA,2023-05-31,2023-06-01,6,-44.98, 44.98 ,,,Valuation 3400004890 1 2023 Reversal
,760090,BAdj Acc For Rev (K),2102428585,BDINUSHA,SA,2021-09-30,2021-09-30,9,44.83, 44.83 ,,,Valuation 3400014525 1 2021
,760090,BAdj Acc For Rev (K),2100055056,BDINUSHA,SA,2017-06-30,2017-07-01,7,-44.82, 44.82 ,,,Valuation 2000009760 1 2017 Reversal
,760090,BAdj Acc For Rev (K),2100115725,BDINUSHA,SA,2016-12-31,2016-12-31,12,-44.48, 44.48 ,,,Valuation 3400027596 1 2016
,760090,BAdj Acc For Rev (K),2100036601,BDINUSHA,SA,2018-05-31,2018-06-01,6,44.33, 44.33 ,,,Valuation 3200002343 1 2017 Reversal
,760090,BAdj Acc For Rev (K),2100018661,BDINUSHA,SA,2019-02-28,2019-03-01,3,44.27, 44.27 ,,,Valuation 3400004528 1 2019 Reversal
,760090,BAdj Acc For Rev (K),2100093714,BDINUSHA,SA,2017-10-31,2017-11-01,11,43.79, 43.79 ,,,Valuation 3400008286 1 2017 Reversal
,760090,BAdj Acc For Rev (K),2100095025,BDINUSHA,SA,2018-11-30,2018-12-01,12,43.70, 43.70 ,,,Valuation 3200004298 1 2017 Reversal
,760090,BAdj Acc For Rev (K),2100045128,BDINUSHA,SA,2018-06-30,2018-07-01,7,43.49, 43.49 ,,,Valuation 3400030502 1 2017 Reversal
,760090,BAdj Acc For Rev (K),2100073000,BDINUSHA,SA,2018-09-30,2018-10-01,10,-43.28, 43.28 ,,,Valuation 3300004017 3 2018 Reversal
,760090,BAdj Acc For Rev (K),2102037056,BDINUSHA,SA,2023-11-30,2023-12-01,12,43.22, 43.22 ,,,Valuation 3400003731 1 2023 Reversal
,760090,BAdj Acc For Rev (K),2100028078,BDINUSHA,SA,2016-03-31,2016-04-01,4,-43.21, 43.21 ,,,Valuation 3300001331 2 2016 Reversal
,760090,BAdj Acc For Rev (K),2100053427,BDINUSHA,SA,2019-07-31,2019-08-01,8,-43.03, 43.03 ,,,Valuation 3300007250 4 2018 Reversal
,760090,BAdj Acc For Rev (K),2100056199,BDINUSHA,SA,2016-06-30,2016-07-01,7,43.02, 43.02 ,,,Valuation 3400010906 1 2016 Reversal
,760090,BAdj Acc For Rev (K),2100500625,BDINUSHA,SA,2023-03-31,2023-03-31,3,42.94, 42.94 ,,,Valuation 3400010910 1 2022
,760090,BAdj Acc For Rev (K),2100035287,BDINUSHA,SA,2019-04-30,2019-04-30,4,42.84, 42.84 ,,,Valuation 3300002600 2 2018
,760090,BAdj Acc For Rev (K),2100000095,BDINUSHA,SA,2015-12-31,2016-01-01,1,-42.79, 42.79 ,,,Valuation 3300009328 2 2015 Reversal
,760090,BAdj Acc For Rev (K),2100015183,BDINUSHA,SA,2018-02-28,2018-02-28,2,42.74, 42.74 ,,,Valuation 7700001195 2 2017
,760090,BAdj Acc For Rev (K),2100035289,BDINUSHA,SA,2019-04-30,2019-04-30,4,-42.72, 42.72 ,,,Valuation 3400008132 1 2019
,760090,BAdj Acc For Rev (K),2101662487,BDINUSHA,SA,2023-09-30,2023-09-30,9,42.64, 42.64 ,,,Valuation 3400002060 1 2023
,760090,BAdj Acc For Rev (K),2100045113,BDINUSHA,SA,2018-06-30,2018-06-30,6,-42.59, 42.59 ,,,Valuation 3300002749 2 2018
,760090,BAdj Acc For Rev (K),2100106313,BDINUSHA,SA,2016-11-30,2016-12-01,12,42.57, 42.57 ,,,Valuation 3300008438 2 2016 Reversal
,760090,BAdj Acc For Rev (K),2100055057,BDINUSHA,SA,2017-06-30,2017-06-30,6,-42.33, 42.33 ,,,Valuation 3400013765 1 2017
,760090,BAdj Acc For Rev (K),2100093704,BDINUSHA,SA,2017-10-31,2017-10-31,10,42.31, 42.31 ,,,Valuation 3400022914 1 2017
,760090,BAdj Acc For Rev (K),2100045123,BDINUSHA,SA,2018-06-30,2018-06-30,6,-42.27, 42.27 ,,,Valuation 3400002507 1 2018
,760090,BAdj Acc For Rev (K),2100500616,BDINUSHA,SA,2023-03-31,2023-03-31,3,42.19, 42.19 ,,,Valuation 3400003056 1 2023
,760090,BAdj Acc For Rev (K),2100039192,BDINUSHA,SA,2012-12-31,2012-12-31,9,-42.04, 42.04 ,,,Valuation 3400007007 1 2013
,760090,BAdj Acc For Rev (K),2100024346,BDINUSHA,SA,2012-10-31,2012-10-31,7,-41.93, 41.93 ,,,Valuation 3400004101 1 2013
,760090,BAdj Acc For Rev (K),2100067181,BDINUSHA,SA,2016-07-31,2016-07-31,7,41.85, 41.85 ,,,Valuation 4300000748 3 2016
,760090,BAdj Acc For Rev (K),2100818846,BDINUSHA,SA,2023-05-31,2023-05-31,5,41.74, 41.74 ,,,Valuation 3400004713 1 2023
,760090,BAdj Acc For Rev (K),2100028152,MNAVAS,SA,2019-03-31,2019-03-31,3,-41.67, 41.67 ,,,Valuation 3300002698 3 2019
,760090,BAdj Acc For Rev (K),2100054875,BDINUSHA,SA,2018-07-31,2018-07-31,7,-41.38, 41.38 ,,,Valuation 3200002343 1 2017
,760090,BAdj Acc For Rev (K),2100075528,BDINUSHA,SA,2015-10-31,2015-10-31,10,41.26, 41.26 ,,,Valuation 3400018075 1 2015
